"Step","f1","2023-08-05 16:44:46.585368_nomix_1_3 - F1-score__MIN","2023-08-05 16:44:46.585368_nomix_1_3 - F1-score__MAX"
"60","0.47103736510510885","0.47103736510510885","0.47103736510510885"
"61","0.466654285135409","0.466654285135409","0.466654285135409"
"62","0.44819913781115284","0.44819913781115284","0.44819913781115284"
"63","0.5423110690889444","0.5423110690889444","0.5423110690889444"
"64","0.5119819518716577","0.5119819518716577","0.5119819518716577"
"65","0.496011964107677","0.496011964107677","0.496011964107677"
"66","0.418364418938307","0.418364418938307","0.418364418938307"
"67","0.4471776335881056","0.4471776335881056","0.4471776335881056"
"68","0.46766475793857365","0.46766475793857365","0.46766475793857365"
"69","0.48580042833676423","0.48580042833676423","0.48580042833676423"
"70","0.49365824428243293","0.49365824428243293","0.49365824428243293"
"71","0.47058823529411764","0.47058823529411764","0.47058823529411764"
"72","0.42460317460317465","0.42460317460317465","0.42460317460317465"
"73","0.5031438647573389","0.5031438647573389","0.5031438647573389"
"74","0.4955134596211366","0.4955134596211366","0.4955134596211366"
"75","0.4790569434594127","0.4790569434594127","0.4790569434594127"
"76","0.4415266106442577","0.4415266106442577","0.4415266106442577"
"77","0.4689414259871499","0.4689414259871499","0.4689414259871499"
"78","0.4753734827264239","0.4753734827264239","0.4753734827264239"
"79","0.5406574394463668","0.5406574394463668","0.5406574394463668"
"80","0.470813118167621","0.470813118167621","0.470813118167621"
"81","0.4604994134405898","0.4604994134405898","0.4604994134405898"
"82","0.5014147431124348","0.5014147431124348","0.5014147431124348"
"83","0.5406574394463668","0.5406574394463668","0.5406574394463668"
"84","0.4533709704160626","0.4533709704160626","0.4533709704160626"
"85","0.5214147589046222","0.5214147589046222","0.5214147589046222"
"86","0.47678018575851394","0.47678018575851394","0.47678018575851394"
"87","0.5105363028063518","0.5105363028063518","0.5105363028063518"
"88","0.48674320332074344","0.48674320332074344","0.48674320332074344"
"89","0.5044122852680897","0.5044122852680897","0.5044122852680897"
"90","0.5284141921324776","0.5284141921324776","0.5284141921324776"
"91","0.5284141921324776","0.5284141921324776","0.5284141921324776"
"92","0.5298107937352443","0.5298107937352443","0.5298107937352443"
"93","0.5213467459456764","0.5213467459456764","0.5213467459456764"
"94","0.5213467459456764","0.5213467459456764","0.5213467459456764"
"95","0.5213467459456764","0.5213467459456764","0.5213467459456764"
"96","0.5213467459456764","0.5213467459456764","0.5213467459456764"
"97","0.5296111665004986","0.5296111665004986","0.5296111665004986"
"98","0.5296111665004986","0.5296111665004986","0.5296111665004986"
"99","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"100","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"101","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"102","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"103","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"104","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"105","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"106","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"107","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"108","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"109","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"110","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"111","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"112","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"113","0.5210084033613446","0.5210084033613446","0.5210084033613446"
"114","0.5128115653040878","0.5128115653040878","0.5128115653040878"
"115","0.5128115653040878","0.5128115653040878","0.5128115653040878"
"116","0.5128115653040878","0.5128115653040878","0.5128115653040878"
"117","0.5128115653040878","0.5128115653040878","0.5128115653040878"
"118","0.5128115653040878","0.5128115653040878","0.5128115653040878"
"119","0.5128115653040878","0.5128115653040878","0.5128115653040878"
"120","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"121","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"122","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"123","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"124","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"125","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"126","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"127","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"128","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"129","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"130","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"131","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"132","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"133","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"134","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"135","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"136","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"137","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"138","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"139","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"140","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"141","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"142","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"143","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"144","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"145","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"146","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"147","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"148","0.5042016806722689","0.5042016806722689","0.5042016806722689"
"149","0.5042016806722689","0.5042016806722689","0.5042016806722689"
