"Step","f1","2023-07-23 06:59:10.385484 - F1-score__MIN","2023-07-23 06:59:10.385484 - F1-score__MAX"
"119","0.5156025267727972","0.5156025267727972","0.5156025267727972"
"120","0.5240478597910347","0.5240478597910347","0.5240478597910347"
"121","0.5077001714410093","0.5077001714410093","0.5077001714410093"
"122","0.5115105098389982","0.5115105098389982","0.5115105098389982"
"123","0.5042201066557441","0.5042201066557441","0.5042201066557441"
"124","0.5158931654310958","0.5158931654310958","0.5158931654310958"
"125","0.49987287818739257","0.49987287818739257","0.49987287818739257"
"126","0.4358419725413281","0.4358419725413281","0.4358419725413281"
"127","0.4774225768458003","0.4774225768458003","0.4774225768458003"
"128","0.4837895820818673","0.4837895820818673","0.4837895820818673"
"129","0.4641982864137087","0.4641982864137087","0.4641982864137087"
"130","0.45922637033078745","0.45922637033078745","0.45922637033078745"
"131","0.480058055639451","0.480058055639451","0.480058055639451"
"132","0.49344917516704984","0.49344917516704984","0.49344917516704984"
"133","0.4921639393585777","0.4921639393585777","0.4921639393585777"
"134","0.4784289430602588","0.4784289430602588","0.4784289430602588"
"135","0.47527151266919115","0.47527151266919115","0.47527151266919115"
"136","0.47479759088051254","0.47479759088051254","0.47479759088051254"
"137","0.482048337345495","0.482048337345495","0.482048337345495"
"138","0.482048337345495","0.482048337345495","0.482048337345495"
"139","0.4867082624314615","0.4867082624314615","0.4867082624314615"
"140","0.49081902340491884","0.49081902340491884","0.49081902340491884"
"141","0.4867082624314615","0.4867082624314615","0.4867082624314615"
"142","0.49448540997037876","0.49448540997037876","0.49448540997037876"
"143","0.49448540997037876","0.49448540997037876","0.49448540997037876"
"144","0.4981399201747119","0.4981399201747119","0.4981399201747119"
"145","0.4939982283420421","0.4939982283420421","0.4939982283420421"
"146","0.4871404418268746","0.4871404418268746","0.4871404418268746"
"147","0.4843510768871711","0.4843510768871711","0.4843510768871711"
"148","0.4756816657799214","0.4756816657799214","0.4756816657799214"
"149","0.48145482617353696","0.48145482617353696","0.48145482617353696"
"150","0.482048337345495","0.482048337345495","0.482048337345495"
"151","0.49448540997037876","0.49448540997037876","0.49448540997037876"
"152","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"153","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"154","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"155","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"156","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"157","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"158","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"159","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"160","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"161","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"162","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"163","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"164","0.4867082624314615","0.4867082624314615","0.4867082624314615"
"165","0.4867082624314615","0.4867082624314615","0.4867082624314615"
"166","0.4867082624314615","0.4867082624314615","0.4867082624314615"
"167","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"168","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"169","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"170","0.49035914374331213","0.49035914374331213","0.49035914374331213"
"171","0.47928917188031006","0.47928917188031006","0.47928917188031006"
"172","0.48145482617353696","0.48145482617353696","0.48145482617353696"
"173","0.5035777637683448","0.5035777637683448","0.5035777637683448"
"174","0.4964125492802441","0.4964125492802441","0.4964125492802441"
"175","0.47479759088051254","0.47479759088051254","0.47479759088051254"
"176","0.46102174630878817","0.46102174630878817","0.46102174630878817"
"177","0.48564715787557455","0.48564715787557455","0.48564715787557455"
"178","0.482048337345495","0.482048337345495","0.482048337345495"
"179","0.5161227281610319","0.5161227281610319","0.5161227281610319"
"180","0.49669582187276823","0.49669582187276823","0.49669582187276823"
"181","0.49898470285636926","0.49898470285636926","0.49898470285636926"
"182","0.48204034130895584","0.48204034130895584","0.48204034130895584"
"183","0.4957160342717258","0.4957160342717258","0.4957160342717258"
"184","0.5185703794369645","0.5185703794369645","0.5185703794369645"
"185","0.4842869946695599","0.4842869946695599","0.4842869946695599"
"186","0.5035954712362303","0.5035954712362303","0.5035954712362303"
"187","0.46128079458208987","0.46128079458208987","0.46128079458208987"
"188","0.49467110445600415","0.49467110445600415","0.49467110445600415"
"189","0.4939982283420421","0.4939982283420421","0.4939982283420421"
"190","0.4960029069767442","0.4960029069767442","0.4960029069767442"
"191","0.4949110411931341","0.4949110411931341","0.4949110411931341"
"192","0.48257836731191234","0.48257836731191234","0.48257836731191234"
"193","0.4875104039167687","0.4875104039167687","0.4875104039167687"
"194","0.4789311148925442","0.4789311148925442","0.4789311148925442"
"195","0.48304526803705505","0.48304526803705505","0.48304526803705505"
"196","0.483449344805404","0.483449344805404","0.483449344805404"
"197","0.48257836731191234","0.48257836731191234","0.48257836731191234"
"198","0.48304526803705505","0.48304526803705505","0.48304526803705505"
"199","0.49155340026467187","0.49155340026467187","0.49155340026467187"
